index,text,value
21275,Göknet internet aboneliğim 21.06.2023 tarihinde dolacaktı ve daha uygun fiyatlı sınırsız internet hizmeti veren bir başka şirkete geçiş yapmak istedim fakat Göknet sebepsiz yere geçiş talebimi 3. Defa reddederek mağduriyet yaratıyor. Geçişe onay vermiyor iptal etmek istiyorum. İptal için dilekçe yazın 2 saat sonra arayın. Bakalım evrak ulaşmış mi şeklinde işi tekrar yokuşa süren üslupla yanıtlıyorlar. Abonelik iptalimin acil şekilde gerçekleştirilmesini talep ediyorum,2
21276,Saat gece 10 oldu 11 oldu. Hala gelmedi otobüsünüz diyen görevlilere inandık! @metrodestek#metroturizm @MetroTurizm,2
21277,Rızam dışında bu nasıl olur?,2
21278,Haksız kazanç,2
21279,Merhaba şikayetim BluTV aboneliği ile ilgilidir. Haksız ve hukuksuz bir şekilde kartımdan yıllık 1079 TL çekildi. Aradım ancak beni arayan ya da soran olmadı. Daha önce iptal ettirmiştim. 2023 yılının Şubat ve Mart aylarından sonra bir daha kullanmadım. Şimdi hiçbir yerde uygulaması dahi yok. Paramı geri verin BluTV.,2
21280,İnsan hakkına girmeyin,2
21281,Kartım bankamatikte kaldı size zahmet kart bilgilerimi verir misiniz ? Uygulama üzerinden bir şeyler almam lazım @ZiraatDestek @ziraatbankasi,2
21282,hayatımda böyle rezalet bişey görmedim midem resmen alt üst oldu pizzanın içinden kırkayak çıktı ya KIRKAYAK!!! iğrençsiniz iğrenç @DominosTR@DominosDestek,2
21283,ücret iadesini de talep ediyorum,2
21284,@a101destek kasada ödeme yaparken pos cihazınız bozuktu ödeme yapamadım. Bu kadar kötü bir hizmet görmedim.,2
21285,1000 TL iade edilmedi,2
21286, tercih etmem,2
21287,2022 Aralık ayında eşim ve çocuklarımla birlikte yaptığımız pasaport başvurumuz halen basım öncesi kontrol aşamasında görülmektedir. Yurtdışı planı yapmak istiyorum ancak yapamıyorum. Acil yardım bekliyorum. @TCNufusDestek @sefikaygol,2
21288,Bağlantı yapılmadan önce fiber çektirmek için 600 TL para aldılar ki kabloyu kendim çektirmeme rağmen. Gelen t*** t*** görevlisi normalde ücretsiz ama neden böyle yapmışlar bilmiyorum dedi. Bu birinci skandalı! İkincisi interneti iptal ettirdim ve benden evde kurulum ücreti adı altında para talep edildi ve internet sözde 100 Mbps ama hayatımda kullandığım en kötü internet hızı sonunda iptal ettirdim ve kurtuldum.,2
21289,düzgün ödeyin,2
21290,teslim edemeyen,2
21291,Acıbadem cad no 101 c önünde yapılan kazı sonucu oluşan yeri oynatabilir misiniz @iski_destek @IBBcozummerkezi,2
21292,Zehra Zümrüt Selçuk Türkiye'de yoksulluk yok demişKadının Kafasındaki türban 320 € yani 3.055 lira. Babası Eski Bakan Atilla Koç Turkcell yönetim kurulunda ve 120.000 liradan fazla maaşı var..Kardeşi Ali Taha Koç da Sarayın Bilgi Teknolojileri Başkanı. Onun da 2 maaşı var.,2
21293,problem yaşadım,2
21294,@TurkTelekom internet hızı çok yavaş. Bu hizmet için mi para ödüyoruz?,2
21295,gerçekten hızlı teslimat,1
21296,Arçelik klima 15 ine randevu veriyor saat 15:00-17:00 arası kurulum diyor bütün gün evde tutuyor bizi yok gelmiyor. Çağrı merkezi kesinlikle gelmemek gibi bir durum yok mesai sonuna kadar gelecekler diyorlar ancak yine yok sonrasında ise randevu 11 gün sonraya atılıyor. Bu nasıl bir çalışma sistemidir nasıl iş etiğidir anlayabilmiş değilim. İnsan mağdur etmekte Arçelik gibi olun!,2
21297,hiç kullanmadığım internet,2
21298,Haftalardır kargom gelmedi. Artık sinirlenmeye başladım. #KargoFirması,2
21299,haksız faturayı ödemeyeceğim,2
21300,Telefon hattımı 3 aydır iptal etmiyorlar. Defalarca aradım ama sonuç alamadım. Bu kadar kötü bir müşteri hizmeti görmedim.,2
21301,internetim iptal edilmesine rağmen 6.06.2024 tarihinde hiç kullanmadığım internet için 689.72 TL tarafıma fatura edilmiş,2
21302,kaliteli yayınlar,1
21303,Ziraat Bankası'nın mobil uygulaması çok yavaş. İşlem yapmak tam bir işkence.,2
21304,Tavsiye ederim bi tık farklı bi kokusu var dayanıklılığı şu an için iyi ama yorumum değişebilir,3
21305,reklam çıkıyor,2
21306,Ürünü göndermeden deneme neden yapmıyorsunuz bir hafta bekledikten sonra gelen ürün çalışmıyor cansıkıntısı.Ürünü iade ettim.,2
21307,reklamsız,2
21308,LG’den aldığım televizyonun görüntü kalitesi müthiş. Çok beğendim.,1
21309,TV'de izlememden ne farkı kaldı,2
21310,@VakifBankDestek Merhaba yeni aldığım iPhone 15 pro max telefonumda Vakıfbank uygulamasında giriş yapmak için kimlik kartımı taratmamı istiyor. Lakin tarama işlemi hata veriyor. Kimlik kartı sabit tuttuğum halde kartı hareket ettirmeyin şeklinde hata veriyor. Giriş yapamıyorum,2
21311,zamanında ulaştı,1
21312,@migros marketlerinden her alışverişim tam puan! Sebze-meyve her zaman taze ve lezzetli,1
21313,kutu hasar görmüştü,2
21314,Geçen ayki elektrik faturasını daha geçen hafta ödedim hemenbugün de bir fatura geldi,2
21315,24 aylık sözleşme yaparak evime bağlattığım 135 TL tutarındaki faturamı exranet 6ayın sonunda 220 TL yaptı. Müşteri temsilcinizi aradığımda bana öyle olması gerekiyor dedi. Benim sözleşmem olmasına rağmen istediğin yere şikayet edebilirsin dedi. Bu problemimin çözüme kavuşturulmasını ve haksız faturalandırmanın geri iade edilmesini talep ediyorum.,2
21316,yine,2
21317,@ergunmrt1 Ben de ben de. Çünkü ben de buradayım 👉@no_destek,0
21318,bu kaçıncı,2
21319,@IsBankasiDestek Dm gel,0
21320,Netflix'e her girdiğimde başka bir cihazdan oturum açıldığını ve onu kapatmamız gerektiğini söylüyor. Oysaki telefondan bile çıktım ama Netflix'i açamıyorum. Yani bir film seyredeceğiz onu da mahvediyorsunuz. Yazıklar olsun parayı almaya gelince hemen çekiliyor.,2
21321,Artık yeter,2
21322,lanet olsun 6 ay kaldı Abbas yolcu,2
21323,Beğendiğim ürün anında tükendi hiç stoğa girmiyor mu?,2
21324,Her şey dahil hizmet vereceği vaadiyle aylar öncesinden ödemesini yaparak geldiğimiz a11 obaköy Alanya oteli yemek hijyen ve hizmet konusunda bizi yanıltmıştır. Otelde çalışanlar memnuniyetsiz ve hizmet sektöründe çalışma anlayışında çok uzaktır. En basit bir hamburger servisini bile ekmek yok ne yapalım bugün çıkmayacak deyip kabul etmemizi beklemektedirler. Otelin b bloğunda bulunan asansör teknik noksanlık dolayısıyla kullanıma kapatılmış ancak otele girişimizde otel görevlisi bizi bizzat asansöre bindirdi (kendi binmedi) ve biz birkaç gün sonra asansörde mahsur kaldık. Tost makinesinde 2 mm kalınlığında siyah yemek artığı tabakası var. Odalardaki telefon ve televizyonlar çalışmıyor.,2
21325,eksik teslim etti,2
21326,Cidden rezalet bir firmasınız,2
21327,Bu konu hakkında bir açıklama bekliyorum @Akbank@AkbankDestek,2
21328,bir kediden rahatsız olan insanlar,2
21329,Iki aydir istedigim konuyla alakali bilgi maili bekliyorum ama orali olan yok bu ne rezalet ya @AllianzDestek,2
21330,hesabımdan 390 90 TL kesilmiş,2
21331,@alkanakkus @bitcicom @BitcicomDestek @CoinBitci @bitci_emekcisi 👏,0
21332,aboneliğim olmamasına rağmen,2
21333,@Bim marketten aldığım süt bozuk çıktı. Bu durumu bildirdim ama pek ilgilenmediler.,2
21334,@SENBENBiZiZZZZ @VodafoneDestek Ben dedim sana Vodafone pişmanlıktır diye,2
21335,bu firmaya ulaşmak ne mümkün,1
21336,Merhaba 28aralık2022 tarihinde başvurduğum pasaportum 3aydır basım öncesi kontrol aşamasında. Bu konuda acil desteğinizi rica ediyorum.@sefikaygol @TCNufusDestek @TCNufus,2
21337,çıktık çok zor,1
21338,Verilen telefonlar açılmıyor,1
21339,Garantili ürün gönderdim tamir yapmadan geri yolladılar. Bir daha Vatan Bilgisayar'dan alışveriş yapmam.,2
21340,bu ay para kestiler,1
21341,2008-2009 sezonunda Turkcell Süper Lig’de 15.olan Denizlispor. Yeşil-siyahlıları sırasıyla Ali…,0
21342,hiçbir banka hesabıma para çekemiyorum,2
21343,İş görür bir ürün. Torpidoda pütür varsa kendini bırakır. Cama Yapıştırmak Daha yerinde olur.,2
21344,Geçici olarak diyor,2
21345,Turkcell faturasız hat almak istiyorum ama bayilerde stoklar tükenmiş. Ne zaman gelecek bilgisi olan var mı?,2
21346,Henüz kullanmadık ama kaliteli olduğunu elinize aldığınızda hissediyorsunuz,2
21347,hemen hiç otobüs yok,2
21348,@vitalistt1 @KTDestek Şuan hala ulaşım sağlıyorum,0
21349,Gelince de 2-3 tane beraber geliyor,2
21350,Bir de öyle bir hızla geliyor ki Allah korusun bir çocuk çıksa karşısına ezer geçer,2
21351,Serel marka klozet kapağının menteşesi kırıldı. Hiçbir yerde bulamıyorum. WhatsApp destek hattından yardım istedim. Yeterli ilgiyi alamadım. Serel bayileri ile iletişime geçtim. Herhangi bir geri dönüş olmadı. Serel klozet almak ile hata mı yaptım...,2
21352,asla alışveriş yapmayacağız,2
21353,Stanley kalitesi aynı fakat bu termos biraz uzun. İnce ve uzun bir tasarım. Kapağı hiç koku yapmadı birkaç aydır kullanıyorum. Temizliği de pratik ama araçta bardaklık kısmına sığmadığı ve kapı cebine de (uzun olmasından dolayı) zor sığdığı için dayanamayıp pipetli ve altı ince olanlardan aldım. Araç kullanırken içmesi de pratik olmuyor.,3
21354,Sorun ne diyoruz cevap yok,2
21355,Mavibet'e yıllardır üyeyim binlerce para kaybettim Oyunların algoritmasında bir hile var oyunlar hep kaybettiriyor ve ödeme yapmıyor Oyunlara müdahale ediliyor Hiçbir avantajından faydalanamadım Daha anlamadığım şey onlarca kişi kazanırken ben hep kaybediyorum ve bir iyileştirme görmedim şimdiye kadar,2
21356,Bu superonline her aradiginda bana paket kakalıyo kandiriyolar beni,2
21357,3 gün internet gelmeyecekmiş,2
21358,Kullanıyoruz bir dert kullanmıyoruz bir dert,2
21359,25 Mayıs'ta internet hizmeti alamadığımı bildirdim 17 Haziran oldu hâlâ Telekom'dan siz arayacaklar ekiplere bildirdik deniliyor ama Telekom'dan dönüş yok çözüm yok TurkNet'teki müşteri temsilcisi özellikle hep aynı kişi arıyor; F**** isimli şahıs neredeyse 1 aydır hizmet almayan müşteriye dalga geçer gibi 'Size ne söylememi istersiniz' diyor 'Yapamıyoruz hizmet veremiyoruz başka şirkete geçin de faturaları iade ediyoruz.' deyin olmuyor İşte 1 aydır internet işkencesi yetti artık,2
21360,hemen yollandı,1
21361,Denizbank kredi başvurum 3 haftadır inceleniyor ve hiçbir geri dönüş yapılmadı. Artık beklemek istemiyorum,2
21362,sallayan olmadı,2
21363,Evidea'nın yeni sezon ürünleri oldukça şık ve kaliteli.,1
21364,Almak isteyene bu pili öneririm duracell'in son teknoloji pili galiba kesinlikle tavsiye ederim,1
21365,telefonlar açılmıyor,2
21366,başvurum hala sonuçlanmadı,2
21367,17 Haziran 2024 tarihinde Maldia Turizm şirketi güvencesiyle Tunceli turuna 40 kişilik bir grupla gezimize başladık. İlk başta her şey normalken otobüsün bizi Munzur'a getirmesiyle problemler başladı en azından benim için o zaman başladı. Tur rehberi arkadaşlarını otobüsün ön koltuklarına oturtarak normalde bilet alım sırasıyla yapılan oturma düzenini bozdu yani en öndeki yolcular en arkaya düşmüş oldu. Tüm tur boyunca tur rehberi A*****'di ismi sanırsam dört kişilik bir arkadaş grubuyla takılıp kendi görevlerini asla yerine getirmedi ve çok umursamaz ilgisiz hatta saygısızca tavırlar sergiledi. Bunları göz ardı etsek de hepimiz Tunceli'nin o kıvrımlı yüksek dağlarına bizleri bozuk otobüs ile götürmeleri ne kadar profesyonel bir sürü insanın canını tehlikeye attılar göz göre göre turun saat 11'den sonraki kısmı yapılmadı. Yani sadece boş bir yolculuk yaptık. Muhatap bulamadık kimse bir bilgi vermedi parasıyla kayıt yaptıran aileler çocuklarını saatlerce kucağında taşımak zorunda kaldı. Saatlerce bir yerde boş boş durduk. Telafi edilmesini istediğimizde ise tur rehberimiz bize iki minibüs ayrı tuttuğunu zaten zarara girdiğini söyleyerek sesinizi kesin der gibi 40 dakika bir yolu bir parkta 20 dakika oturmaya götürüldük. Gideceğimiz daha 2-3 nokta vardı ama gidemedik. Herhangi bir açıklama da yapılmadı anlaşılan saatten geç Malatya'ya döndük. Gerçi o bile bir fiyaskoydu. Minibüs şoförü Tunceli dışını bilmiyordu haliyle Elazığ'dan çıkana kadar bir şekilde bizleri yolculara sora sora getirdi. Ta ki tarif eden yolcular inene kadar. Malatya'ya girdiğimizde şoför yol tarifi alamadı. Yanlış yerlere girip durdu tur rehberi çok sorumsuzca idi. Tur rehberinin arkadaşları hariç hiç kimse memnun olmadı ve anlaşmaya uyulmadı. Maldia Turizm kendisine hiç yakışmayan bir tura imza attı. Telafi istesek de kendilerini savundular. O otobüs dağın başında kalsaydı eğer ya da bir kazaya sebebiyet verseydi o kadar canın hesabını nasıl verecektiniz merak ediyorum.,2
21368,Azerbaycan Cumhuriyeti Tarım Bakanlığı ve FAO tarafından düzenlenen Tohum Üretiminin Geliştirilmesi konulu Uluslararası toplantıda Müdürümüz Şakir BERKTAŞ Gıda arzı ve Tarımda Sürdürülebilirlik İçin Tohum konulu bir sunum yapmıştır.@tarimveormanbak @hasdemir44,0
21369,birazda uygun bulunursa,2
21370,@Yemeksepeti siparişim yanlış geldi ve restoran hiçbir şekilde yardımcı olmadı.,2
21371,sürekli kopmalardan,2
21372,@KoctasDestek 6 gün oldu hemşerim dakikaniz mi yok!? Çinden mi geliyor dolap???? @KoctasDestek @Koctas,2
21373,48 saatten uzun süre kesintiye uğratılmış,2
21374,maddi zarara yol açmıştır,2
21375,İşim aceleydi ve MNG Kargo beni hiç hayal kırıklığına uğratmadı. Teşekkür ederim.,1
21376,Genel arıza var diyerek 4 gündür oyalıyorlar beni. Önce 12 nisanda bitecek dediler. Sonra 13 Nisan. 14 Nisan. Bugün de hala bekliyorum. Yıl olmuş 2024 nasıl bir arıza 4 gün sürebilir. Dalga mı geçiyorsunuz anlamıyorum ki... Böyle giderse iptal edeceğim!,2
21377,çağrı merkezine ulaşamıyorum,2
21378,telefonu kapatıyor,2
21379,1 saattir musteri hizmetlerine baglanmaya calisiyorum whatsup hattinizdan yaziyorum numaramizi arayin daha hizli ulasirsiniz diyor siz insanlarla dalga mi geciyorsunuz acaba @DSmartDunyasi@DSmartDestek,2
21380,Sponsoru olduğunuz Milli takımı ne haldeUtanç verici @THY_Teknik @tssdestek @TurkishAirlines @TVForgtr @Spor_Bakani#FenerinMaçıVar #Fenerbahçe #FilenilSultanları,1
21381,kart kullanmaya zorluyorlar,2
21382,Merhaba Dreamstar A5 Pro uydu alıcısı sipariş verdim. Ürün için güncelleme gelmiyor Blu TV uygulaması ve daha birçok program açılmıyor. Bu nasıl bir müşteri hizmetleri anlayışı? Şikayetçiyim ne telefonlara bakan var ne de WhatsApp kanalına ilgi gösteren. Cihazı aldığıma pişman oldum.,2
21383,bankaya da gidemem,2
21384,Nasıl bir banka sistemi anlamıyorum,2
21385,Prenium üyelik alıp ödeme yaptığım halde\,0
21386,@bitcicom @BitcicomDestek Merhaba hangi 7 gün 24 saat size ulaşabiliyoruz. Gerek mail gerek Twitter gerekse Telegramdan ulaşma çabam 1 haftadır sonuçsuz. Hiçbir dönüş yok.,2
21387,4 gun gecti ve siz bana sorununun ne oldugu aciklamasini yapmadiniz,2
21388,Bu rezalet biz son bulsun artik,2
21389,Bunun bir de dayanamayıp kapattığım 10dk’lık versiyonu var. Whatsapp hattı kurmuşsunuz ona da ulaşamıyoruz. Ürünümün iade süresi geçince mi kurye gelecek? @UPSTurkiye @UPSDestek,2
21390,Galiba eski CHP belediyelerindeki günlere geri dönüp binanın çatısına 3-5 tonluk depo koyduracağız. Bu kadar sık su kesintisi mi olur? Bari söylediğiniz vakitte verin suyu.@IBBcozummerkezi @iski_destek,2
21391,Talebiniz ile ilgili olarak şubenizi ziyaret etmenizi rica ederiz,2
21392,#isbankasiDestek #isbankasi sen beni neden bankana almadın. Ağzım var dişim yok pipim var çişim yok:(,0
21393,bilgim dışında,2
21394,Rüzgarnet fiyat verdikleri sözde durmamaları. 1 yıl boyunca aynı fiyat demelerine rağmen bağlantı ücretini 2 ay aldıktan sonra % 250 zam yaptılar. Abone yaparken fiyat sabit diye söz vermişlerdi.,2
21395,mağdur edildiğini gördüm,2
21396,Tablette film tv radyo açılmıyo ikram masası kapanmıyo EMNİYET KEMERİ çalışmıyo. Teşekkürler Kamil Koç. @kamilkocdestek,2
21397,3 kez değişim yapıldığı halde 3. Dolapta sorunlu çıktı,2
21398,Yeşilkent mahallesi g-668 sokak sokak lambası yineyanmıyor lütfen ilgilenir misiniz @BEDASDestek,2
21399,hiçbir kanal düzgün çekmiyor,2
21400,bir yerde bir hata yapıyorsunuz,2
21401,siteye para yükledim ve bonusu seçtim ancak bonus gelmedi. Başka bir bonusu kullandım günde bir kere alınan bonustan değil. Müşteri hizmetleri saçma sapan konuşup yardımcı olmuyor. Siz Baywin sitesini hiç önermiyorum arkadaşlar bu site adil değil. Oyunlara müdahale var ve saçma sapan işler içindesiniz.,0
21402,BİM'den Küba marka elektrikli bisiklet aldım. 1 ay kullanmadan şarj aleti bozuldu. Servisine götürdüm 2 gün kaldı ve 2 gün sonra kullanıcı hatası diye geri verdiler. BİM'e gittim yapacak bir şey yok dediler. Yani BİM sattığı malın arkasında durmuyor. Başka mağaza olsa sonuna kadar arkasında durur. BİM mağazası bizi mağdur etti. Bu nedenle BİM'den elektrikli ürün almayı düşünmüyorum.,2
21403,Ses yapıyor,2
21404,@Arçelik buzdolabım bir haftadır çalışmıyor. Servis çağırdım ama hala gelen yok!,2
21405,abonelik iptali yapmak istiyorum,2
21406,Esnek ve yumuşak,1
21407,arkadaşlar bu işyerindeki patron çok iyi biri,1
21408,Sabah saat 08.12 AJET SHJ -IST SABIHA VF222 03.05 uçağı hala Sharjah Havaalanında bütün müşteri koyun sürüsü gibi bekletiyor. Allah belanızı versin. Tamamen pişmanlık. Hava diyemezsiniz güllük gülistanlık hava var. @AJET_TR @AJ_Destek @TK_TR @TurkishAirlines +++,2
21409,başvuru yapılamıyor,2
21410,Paramı çekemiyorum. Payfix hesabında olan paramı çekemiyorum. Hangi bankayla denersem deneyeyim hata veriyor. Kendi içinde gönderimi var ama hesabıma çekemiyorum ve ödemem gereken acil ödemelerim var. Bunun çözüm bulması gerekli. Sadece gece saatinde bir çekim yapabildim onu da hata verecek diye düşük bir miktar yaptım. Şimdi yine aynı sorun.,2
